Indicator Code: CG0590
"Indicator Name: Noncommunicable diseases"
Export date: 1/7/2023 3:12:17 AM
Source location: "WHO Mortality Database portal"
"Indicator metadata: C00-C97, D00-D48, D55-D64 (minus D 64.9) D65-D89, E03-E07, E10-E34, E65-E88, F01-F99, G06-G98 (minus G14), H00-H61, H68-H93, I00-I99, J30-J98, K00-K92, L00-L98, M00-M99, N00-N64, N75-N98,  Q00-Q99,  R95, U07.0, X41, X42, X44, X45"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
EU,Europe,SVN,Slovenia,2007,All,Age60_64,[60-64],1013.00000000,88.47161572,,993.60483365,
EU,Europe,SVN,Slovenia,2007,All,Age65_69,[65-69],1416.00000000,89.33753943,,1450.12135550,
EU,Europe,SVN,Slovenia,2007,All,Age70_74,[70-74],2067.00000000,91.78507993,,2407.74391950,
EU,Europe,SVN,Slovenia,2008,All,Age65_69,[65-69],1311.00000000,90.41379310,,1316.91293910,
EU,Europe,SVN,Slovenia,2008,All,Age70_74,[70-74],1924.00000000,90.84041549,,2258.03044350,
EU,Europe,SVN,Slovenia,2013,All,Age55_59,[55-59],871.00000000,86.23762376,,572.04029896,
EU,Europe,SVN,Slovenia,2014,All,Age55_59,[55-59],760.00000000,86.85714286,,500.86002939,
EU,Europe,SVN,Slovenia,2014,All,Age60_64,[60-64],1196.00000000,89.72243061,,847.00749984,
EU,Europe,SVN,Slovenia,2014,All,Age65_69,[65-69],1181.00000000,90.84615385,,1173.86291350,
EU,Europe,SVN,Slovenia,2015,All,Age60_64,[60-64],1182.00000000,87.10390567,,821.08992393,
EU,Europe,SVN,Slovenia,2015,All,Age65_69,[65-69],1365.00000000,90.93937375,,1243.04486800,
CSA,Central and South America,MEX,Mexico,1966,All,Age65_69,[65-69],11000.00000000,53.62714509,,1599.12309900,
CSA,Central and South America,MEX,Mexico,1967,All,Age60_64,[60-64],9801.00000000,53.50474943,,1066.74880520,
CSA,Central and South America,MEX,Mexico,1968,All,Age70_74,[70-74],10089.00000000,51.85546875,,2021.13487250,
CSA,Central and South America,MEX,Mexico,1969,All,Age60_64,[60-64],11491.00000000,58.49027792,,1304.31328040,
CSA,Central and South America,MEX,Mexico,1969,All,Age70_74,[70-74],10653.00000000,54.08437833,,2276.28205130,
CSA,Central and South America,MEX,Mexico,1970,All,Age60_64,[60-64],12261.00000000,59.51652832,,1300.21208910,
CSA,Central and South America,MEX,Mexico,1973,All,Age65_69,[65-69],14165.00000000,63.99367518,,1733.78212970,
CSA,Central and South America,MEX,Mexico,1974,All,Age65_69,[65-69],14024.00000000,65.50210182,,1699.09823240,
CSA,Central and South America,MEX,Mexico,1975,All,Age55_59,[55-59],9938.00000000,64.77220882,,779.30367672,
CSA,Central and South America,MEX,Mexico,1975,All,Age65_69,[65-69],15365.00000000,68.00177030,,1817.08951100,
CSA,Central and South America,MEX,Mexico,1976,All,Age55_59,[55-59],10927.00000000,66.21220384,,826.82336989,
CSA,Central and South America,MEX,Mexico,1978,All,Age70_74,[70-74],17613.00000000,70.71506002,,2586.81843220,
CSA,Central and South America,MEX,Mexico,1981,All,Age65_69,[65-69],16868.00000000,75.57686276,,1730.93894300,
CSA,Central and South America,MEX,Mexico,1982,All,Age60_64,[60-64],15978.00000000,75.72870752,,1337.07112970,
CSA,Central and South America,MEX,Mexico,1982,All,Age70_74,[70-74],21059.00000000,76.80160467,,2917.16304200,
CSA,Central and South America,MEX,Mexico,1983,All,Age65_69,[65-69],17290.00000000,77.56841633,,2005.80046400,
CSA,Central and South America,MEX,Mexico,1984,All,Age70_74,[70-74],22919.00000000,77.56794260,,2795.18066410,
CSA,Central and South America,MEX,Mexico,1985,All,Age60_64,[60-64],17781.00000000,77.33223155,,1232.22453220,
CSA,Central and South America,MEX,Mexico,1985,All,Age70_74,[70-74],22216.00000000,78.71036315,,2770.07481300,
CSA,Central and South America,MEX,Mexico,1986,All,Age55_59,[55-59],15310.00000000,75.86343591,,868.45538601,
CSA,Central and South America,MEX,Mexico,1986,All,Age65_69,[65-69],19266.00000000,79.85906736,,1859.29357270,
NAC,North America and the Caribbean,LCA,Saint Lucia,2014,All,Age60_64,[60-64],80.00000000,91.95402299,,1253.91849530,
NAC,North America and the Caribbean,LCA,Saint Lucia,2014,All,Age70_74,[70-74],102.00000000,85.71428571,,2546.81647940,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1970,All,Age70_74,[70-74],28.00000000,70.00000000,,2545.45454550,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1971,All,Age60_64,[60-64],37.00000000,88.09523810,,1850.00000000,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1971,All,Age70_74,[70-74],38.00000000,70.37037037,,3454.54545450,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1972,All,Age60_64,[60-64],44.00000000,78.57142857,,2000.00000000,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1978,All,Age65_69,[65-69],42.00000000,80.76923077,,3230.76923080,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1979,All,Age65_69,[65-69],45.00000000,90.00000000,,2043.59673020,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1983,All,Age60_64,[60-64],30.00000000,85.71428571,,1367.98905610,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1983,All,Age70_74,[70-74],45.00000000,86.53846154,,2631.57894740,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1984,All,Age60_64,[60-64],40.00000000,86.95652174,,1840.77312470,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1985,All,Age55_59,[55-59],27.00000000,90.00000000,,1227.27272730,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1985,All,Age65_69,[65-69],48.00000000,87.27272727,,2823.52941180,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1986,All,Age60_64,[60-64],34.00000000,97.14285714,,1789.47368420,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1986,All,Age70_74,[70-74],62.00000000,89.85507246,,5166.66666670,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1987,All,Age55_59,[55-59],25.00000000,80.64516129,,906.12540776,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1987,All,Age65_69,[65-69],34.00000000,97.14285714,,1656.92007800,
AS,Asia,SGP,Singapore,1994,All,Age70_74,[70-74],1611.00000000,85.87420043,,3274.39024390,
AS,Asia,SGP,Singapore,1996,All,Age55_59,[55-59],842.00000000,89.66986155,,680.67906225,
AS,Asia,SGP,Singapore,1996,All,Age60_64,[60-64],1172.00000000,89.05775076,,1210.74380170,
AS,Asia,SGP,Singapore,1996,All,Age65_69,[65-69],1577.00000000,90.94579008,,2006.36132320,
AS,Asia,SGP,Singapore,1996,All,Age70_74,[70-74],1630.00000000,86.47214854,,3075.47169810,
AS,Asia,SGP,Singapore,1999,All,Age70_74,[70-74],1668.00000000,87.42138365,,2622.64150940,
AS,Asia,SGP,Singapore,2001,All,Age55_59,[55-59],720.00000000,90.00000000,,573.70517928,
AS,Asia,SGP,Singapore,2001,All,Age60_64,[60-64],1110.00000000,91.73553719,,936.70886076,
AS,Asia,SGP,Singapore,2001,All,Age65_69,[65-69],1450.00000000,90.00620732,,1616.49944260,
AS,Asia,SGP,Singapore,2004,All,Age55_59,[55-59],872.00000000,85.49019608,,487.69574944,
AS,Asia,SGP,Singapore,2005,All,Age70_74,[70-74],1565.00000000,82.32509206,,1988.56416770,
AS,Asia,SGP,Singapore,2007,All,Age55_59,[55-59],998.00000000,88.79003559,,451.78813943,
AS,Asia,SGP,Singapore,2007,All,Age60_64,[60-64],999.00000000,87.09677419,,737.26937269,
AS,Asia,SGP,Singapore,2007,All,Age65_69,[65-69],1387.00000000,86.36363636,,1218.80492090,
AS,Asia,SGP,Singapore,2007,All,Age70_74,[70-74],1716.00000000,84.57368162,,2183.20610690,
AS,Asia,SGP,Singapore,2010,All,Age70_74,[70-74],1557.00000000,81.26304802,,1681.42548600,
AS,Asia,SGP,Singapore,2012,All,Age70_74,[70-74],1722.00000000,82.35294118,,1649.42528740,
AS,Asia,SGP,Singapore,2015,All,Age65_69,[65-69],1608.00000000,85.16949153,,881.45813348,
AS,Asia,SGP,Singapore,2015,All,Age70_74,[70-74],1527.00000000,81.65775401,,1487.85454690,
AS,Asia,SGP,Singapore,2019,All,Age70_74,[70-74],1877.00000000,81.78649237,,1250.27476740,
EU,Europe,SVK,Slovakia,1998,All,Age55_59,[55-59],2763.00000000,90.17624021,,1119.98378600,
EU,Europe,SVK,Slovakia,1999,All,Age55_59,[55-59],2748.00000000,90.24630542,,1094.38470730,
EU,Europe,SVK,Slovakia,1999,All,Age60_64,[60-64],3738.00000000,93.40329835,,1738.60465120,
EU,Europe,SVN,Slovenia,2015,All,Age70_74,[70-74],1713.00000000,90.39577836,,1939.49412380,
AF,Africa,ZAF,South Africa,1996,All,Age55_59,[55-59],12413.00000000,62.72042848,,1028.15520150,
AF,Africa,ZAF,South Africa,1996,All,Age60_64,[60-64],13158.00000000,67.25962276,,1322.08120780,
AF,Africa,ZAF,South Africa,1997,All,Age55_59,[55-59],12906.00000000,62.74490738,,1044.33698440,
AF,Africa,ZAF,South Africa,1997,All,Age60_64,[60-64],13921.00000000,67.92388387,,1375.53715710,
AF,Africa,ZAF,South Africa,1997,All,Age65_69,[65-69],16025.00000000,68.15668595,,2027.89061410,
AF,Africa,ZAF,South Africa,1997,All,Age70_74,[70-74],14868.00000000,69.57416940,,2704.05936270,
AF,Africa,ZAF,South Africa,2000,All,Age55_59,[55-59],14018.00000000,61.71252476,,1069.73744960,
AF,Africa,ZAF,South Africa,2000,All,Age60_64,[60-64],17177.00000000,67.55683159,,1605.67224730,
AF,Africa,ZAF,South Africa,2001,All,Age55_59,[55-59],14405.00000000,60.91939440,,1089.61713250,
AF,Africa,ZAF,South Africa,2001,All,Age60_64,[60-64],18049.00000000,66.53518635,,1663.59123340,
AF,Africa,ZAF,South Africa,2001,All,Age65_69,[65-69],17820.00000000,69.10190786,,2089.15363490,
AF,Africa,ZAF,South Africa,2002,All,Age55_59,[55-59],15215.00000000,59.99369110,,1144.06065970,
AF,Africa,ZAF,South Africa,2002,All,Age60_64,[60-64],18667.00000000,64.75077179,,1691.12870860,
AF,Africa,ZAF,South Africa,2004,All,Age55_59,[55-59],16983.00000000,57.31303996,,1247.84164470,
AF,Africa,ZAF,South Africa,2004,All,Age60_64,[60-64],19443.00000000,64.97243108,,1700.28972170,
AF,Africa,ZAF,South Africa,2005,All,Age55_59,[55-59],18139.00000000,55.57291667,,1298.62598660,
AF,Africa,ZAF,South Africa,2005,All,Age60_64,[60-64],18897.00000000,63.52146291,,1629.45627880,
AF,Africa,ZAF,South Africa,2005,All,Age65_69,[65-69],21121.00000000,67.59368899,,2343.61910000,
AF,Africa,ZAF,South Africa,2005,All,Age70_74,[70-74],19316.00000000,69.58965306,,2958.35241400,
AF,Africa,ZAF,South Africa,2009,All,Age70_74,[70-74],20845.00000000,67.71594711,,3015.23311100,
AF,Africa,ZAF,South Africa,2010,All,Age70_74,[70-74],21977.00000000,68.16475916,,3114.36288560,
AF,Africa,ZAF,South Africa,2012,All,Age55_59,[55-59],18793.00000000,56.28668983,,1037.72600340,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1990,All,Age55_59,[55-59],16.00000000,76.19047619,,588.23529412,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1990,All,Age65_69,[65-69],39.00000000,81.25000000,,1751.23484510,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1995,All,Age60_64,[60-64],43.00000000,86.00000000,,1677.72142020,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1996,All,Age55_59,[55-59],23.00000000,85.18518519,,745.30136099,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1996,All,Age65_69,[65-69],65.00000000,82.27848101,,2792.09621990,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1997,All,Age60_64,[60-64],42.00000000,89.36170213,,1530.05464480,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1998,All,Age55_59,[55-59],23.00000000,79.31034483,,829.42661378,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1998,All,Age65_69,[65-69],63.00000000,85.13513514,,2758.31873910,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1999,All,Age60_64,[60-64],50.00000000,90.90909091,,1698.94665310,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,1999,All,Age70_74,[70-74],75.00000000,89.28571429,,3755.63345020,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2002,All,Age55_59,[55-59],31.00000000,81.57894737,,1115.91072710,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2003,All,Age60_64,[60-64],42.00000000,85.71428571,,1624.75822050,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2003,All,Age70_74,[70-74],75.00000000,88.23529412,,3840.24577570,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2004,All,Age65_69,[65-69],48.00000000,88.88888889,,1791.04477610,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2006,All,Age60_64,[60-64],34.00000000,77.27272727,,1340.69400630,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2007,All,Age55_59,[55-59],26.00000000,78.78787879,,693.14849374,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2007,All,Age65_69,[65-69],41.00000000,95.34883721,,1547.75386940,
EU,Europe,SVK,Slovakia,1999,All,Age65_69,[65-69],5400.00000000,94.32314410,,2612.48185780,
EU,Europe,SVK,Slovakia,1999,All,Age70_74,[70-74],6961.00000000,94.75905255,,3986.82703320,
EU,Europe,SVK,Slovakia,2000,All,Age65_69,[65-69],5252.00000000,93.48522606,,2582.81532770,
EU,Europe,SVK,Slovakia,2000,All,Age70_74,[70-74],7038.00000000,94.06575782,,4013.73269160,
EU,Europe,SVK,Slovakia,2006,All,Age55_59,[55-59],3070.00000000,86.18753509,,923.03899314,
EU,Europe,SVK,Slovakia,2006,All,Age60_64,[60-64],3462.00000000,91.03339469,,1442.24159840,
EU,Europe,SVK,Slovakia,2007,All,Age55_59,[55-59],3380.00000000,87.29338843,,965.29782865,
EU,Europe,SVK,Slovakia,2007,All,Age60_64,[60-64],3654.00000000,91.05407426,,1469.00968490,
EU,Europe,SVK,Slovakia,2007,All,Age65_69,[65-69],4512.00000000,93.06930693,,2223.25150530,
EU,Europe,SVK,Slovakia,2007,All,Age70_74,[70-74],5679.00000000,93.94540943,,3422.21820480,
EU,Europe,SVK,Slovakia,2008,All,Age70_74,[70-74],5743.00000000,93.74795952,,3496.41409040,
EU,Europe,SVK,Slovakia,2014,All,Age55_59,[55-59],3010.00000000,86.07377752,,785.77050541,
EU,Europe,SVN,Slovenia,1987,All,Age60_64,[60-64],1455.00000000,86.14564831,,1526.75760760,
EU,Europe,SVN,Slovenia,1987,All,Age65_69,[65-69],1346.00000000,88.72775214,,2042.48861910,
EU,Europe,SVN,Slovenia,1987,All,Age70_74,[70-74],1921.00000000,89.85032741,,4061.31078220,
EU,Europe,SVN,Slovenia,1989,All,Age55_59,[55-59],1206.00000000,84.69101124,,1036.97334480,
EU,Europe,SVN,Slovenia,1992,All,Age55_59,[55-59],1054.00000000,85.00000000,,941.07142857,
EU,Europe,SVN,Slovenia,1992,All,Age60_64,[60-64],1673.00000000,88.84758364,,1557.72811920,
EU,Europe,SVN,Slovenia,1992,All,Age65_69,[65-69],1836.00000000,91.02627665,,2137.36903380,
EU,Europe,SVN,Slovenia,1992,All,Age70_74,[70-74],1699.00000000,90.61333333,,3012.41134750,
EU,Europe,SVN,Slovenia,1994,All,Age55_59,[55-59],931.00000000,81.52364273,,839.49504058,
EU,Europe,SVN,Slovenia,1995,All,Age70_74,[70-74],2220.00000000,90.90909091,,3153.40909090,
EU,Europe,SVN,Slovenia,1997,All,Age70_74,[70-74],2132.00000000,89.84407922,,2900.68027210,
AF,Africa,ZAF,South Africa,2013,All,Age55_59,[55-59],18124.00000000,56.85247342,,971.04752475,
AF,Africa,ZAF,South Africa,2014,All,Age60_64,[60-64],22079.00000000,63.34528762,,1463.46766070,
AF,Africa,ZAF,South Africa,2014,All,Age65_69,[65-69],21793.00000000,68.70212162,,2053.47535130,
AF,Africa,ZAF,South Africa,2014,All,Age70_74,[70-74],21942.00000000,70.06641972,,2795.86087210,
AF,Africa,ZAF,South Africa,2015,All,Age55_59,[55-59],20070.00000000,59.12157186,,1012.78163730,
AF,Africa,ZAF,South Africa,2015,All,Age60_64,[60-64],23151.00000000,64.37807625,,1467.42458140,
EU,Europe,ESP,Spain,1951,All,Age55_59,[55-59],12533.00000000,72.85780723,,1039.22056380,
EU,Europe,ESP,Spain,1951,All,Age60_64,[60-64],17128.00000000,71.92105816,,1669.39571150,
EU,Europe,ESP,Spain,1951,All,Age65_69,[65-69],22390.00000000,76.03749236,,2911.57347200,
EU,Europe,ESP,Spain,1955,All,Age60_64,[60-64],14606.00000000,72.97162270,,1359.96275610,
EU,Europe,ESP,Spain,1955,All,Age65_69,[65-69],19551.00000000,74.06242897,,2201.68918920,
EU,Europe,ESP,Spain,1955,All,Age70_74,[70-74],23361.00000000,73.28021582,,3512.93233080,
EU,Europe,ESP,Spain,1956,All,Age55_59,[55-59],11721.00000000,72.69288018,,844.45244957,
EU,Europe,ESP,Spain,1956,All,Age60_64,[60-64],16105.00000000,74.34335041,,1452.20919750,
EU,Europe,ESP,Spain,1960,All,Age60_64,[60-64],16154.00000000,79.00811895,,1293.35468370,
EU,Europe,ESP,Spain,1960,All,Age65_69,[65-69],21142.00000000,79.40359048,,2244.37367300,
EU,Europe,ESP,Spain,1960,All,Age70_74,[70-74],26565.00000000,78.18064098,,3624.14733970,
EU,Europe,ESP,Spain,1961,All,Age55_59,[55-59],11704.00000000,78.46607670,,796.19047619,
EU,Europe,ESP,Spain,1964,All,Age70_74,[70-74],28009.00000000,81.73037642,,3600.12853470,
EU,Europe,ESP,Spain,1965,All,Age55_59,[55-59],12355.00000000,80.05572475,,776.06783920,
EU,Europe,ESP,Spain,1965,All,Age60_64,[60-64],18338.00000000,82.17790724,,1340.49707600,
EU,Europe,ESP,Spain,1965,All,Age65_69,[65-69],23405.00000000,83.20002844,,2080.44444440,
EU,Europe,ESP,Spain,1965,All,Age70_74,[70-74],27888.00000000,80.97325862,,3543.58322740,
CSA,Central and South America,MEX,Mexico,1987,All,Age60_64,[60-64],18401.00000000,78.98102841,,1294.02250350,
CSA,Central and South America,MEX,Mexico,1987,All,Age70_74,[70-74],20799.00000000,79.13179120,,2758.48806370,
CSA,Central and South America,MEX,Mexico,1988,All,Age65_69,[65-69],21674.00000000,80.92144564,,1979.36073060,
CSA,Central and South America,MEX,Mexico,1989,All,Age60_64,[60-64],19798.00000000,80.26433147,,1294.83322430,
CSA,Central and South America,MEX,Mexico,1989,All,Age70_74,[70-74],21747.00000000,80.82583810,,2725.18796990,
CSA,Central and South America,MEX,Mexico,1990,All,Age65_69,[65-69],23095.00000000,82.94723988,,1940.75630250,
CSA,Central and South America,MEX,Mexico,1991,All,Age60_64,[60-64],21018.00000000,82.02146341,,1248.84135470,
CSA,Central and South America,MEX,Mexico,1991,All,Age70_74,[70-74],24412.00000000,82.59295598,,2845.22144520,
CSA,Central and South America,MEX,Mexico,1992,All,Age65_69,[65-69],24669.00000000,84.45973706,,1850.63765940,
CSA,Central and South America,MEX,Mexico,1993,All,Age70_74,[70-74],27755.00000000,84.18003700,,2858.09906290,
CSA,Central and South America,MEX,Mexico,1994,All,Age65_69,[65-69],25665.00000000,85.53574404,,1835.18055060,
CSA,Central and South America,MEX,Mexico,1995,All,Age70_74,[70-74],30602.00000000,86.10579629,,2826.71346760,
CSA,Central and South America,MEX,Mexico,1997,All,Age70_74,[70-74],32585.00000000,86.47594278,,2603.14102500,
CSA,Central and South America,MEX,Mexico,1998,All,Age60_64,[60-64],25865.00000000,86.17070896,,1260.71903630,
CSA,Central and South America,MEX,Mexico,1999,All,Age60_64,[60-64],26622.00000000,86.92046493,,1268.10800310,
CSA,Central and South America,MEX,Mexico,1999,All,Age70_74,[70-74],33888.00000000,87.14032246,,2542.10206520,
CSA,Central and South America,MEX,Mexico,2000,All,Age70_74,[70-74],34756.00000000,88.27817429,,2529.85993180,
CSA,Central and South America,MEX,Mexico,2002,All,Age70_74,[70-74],37494.00000000,88.56292517,,2594.89312520,
CSA,Central and South America,MEX,Mexico,2003,All,Age65_69,[65-69],35106.00000000,89.03147270,,1875.81952890,
CSA,Central and South America,MEX,Mexico,2004,All,Age55_59,[55-59],24160.00000000,85.99394910,,773.93132769,
CSA,Central and South America,MEX,Mexico,2007,All,Age60_64,[60-64],32124.00000000,88.91226128,,1160.55919560,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2008,All,Age70_74,[70-74],73.00000000,92.40506329,,2929.37399680,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2010,All,Age55_59,[55-59],35.00000000,74.46808511,,801.83276060,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2010,All,Age65_69,[65-69],35.00000000,81.39534884,,1398.88089530,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2012,All,Age55_59,[55-59],43.00000000,82.69230769,,887.51289990,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2013,All,Age60_64,[60-64],38.00000000,77.55102041,,988.29648895,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2013,All,Age70_74,[70-74],75.00000000,87.20930233,,3220.26620870,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2014,All,Age65_69,[65-69],73.00000000,89.02439024,,2443.10575640,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2016,All,Age60_64,[60-64],62.00000000,84.93150685,,1382.69402320,
NAC,North America and the Caribbean,VCT,Saint Vincent and the Grenadines,2017,All,Age65_69,[65-69],53.00000000,84.12698413,,1546.99357850,
AF,Africa,STP,Sao Tome and Principe,1984,All,Age60_64,[60-64],29.00000000,51.78571429,,1208.33333330,
AF,Africa,STP,Sao Tome and Principe,1984,All,Age70_74,[70-74],23.00000000,40.35087719,,1642.85714290,
AF,Africa,STP,Sao Tome and Principe,1987,All,Age60_64,[60-64],29.00000000,63.04347826,,1208.33333330,
EU,Europe,SRB,Serbia,1999,All,Age55_59,[55-59],4619.00000000,85.66394659,,1080.45267200,
EU,Europe,SRB,Serbia,2000,All,Age60_64,[60-64],7994.00000000,87.34702797,,1695.14887160,
EU,Europe,SRB,Serbia,2000,All,Age70_74,[70-74],17179.00000000,89.68883784,,4578.40508720,
EU,Europe,SRB,Serbia,2001,All,Age65_69,[65-69],12175.00000000,88.99203275,,2603.68215190,
EU,Europe,SRB,Serbia,2003,All,Age60_64,[60-64],6740.00000000,86.57675016,,1615.87682890,
EU,Europe,SRB,Serbia,2004,All,Age55_59,[55-59],4601.00000000,84.40653091,,1011.99837240,
EU,Europe,SRB,Serbia,2004,All,Age65_69,[65-69],11142.00000000,88.20455985,,2577.31720290,
EU,Europe,SRB,Serbia,2005,All,Age70_74,[70-74],17317.00000000,92.03826734,,4424.14797400,
EU,Europe,SVN,Slovenia,2002,All,Age55_59,[55-59],760.00000000,81.89655172,,711.24420944,
EU,Europe,SVN,Slovenia,2002,All,Age60_64,[60-64],1186.00000000,84.89620616,,1134.11427210,
EU,Europe,SVN,Slovenia,2003,All,Age55_59,[55-59],788.00000000,81.15345005,,721.92905306,
EU,Europe,SVN,Slovenia,2003,All,Age60_64,[60-64],1129.00000000,85.33635676,,1062.04846480,
EU,Europe,SVN,Slovenia,2003,All,Age65_69,[65-69],1665.00000000,87.26415094,,1754.73726370,
EU,Europe,SVN,Slovenia,2003,All,Age70_74,[70-74],2393.00000000,87.71994135,,2808.88325470,
EU,Europe,SVN,Slovenia,2004,All,Age65_69,[65-69],1498.00000000,87.19441211,,1579.63556610,
EU,Europe,SVN,Slovenia,2004,All,Age70_74,[70-74],2230.00000000,89.02195609,,2601.61463440,
EU,Europe,SVN,Slovenia,2009,All,Age55_59,[55-59],901.00000000,86.05539637,,607.93349842,
EU,Europe,SVN,Slovenia,2010,All,Age55_59,[55-59],916.00000000,84.73635523,,606.07263609,
EU,Europe,SVN,Slovenia,2010,All,Age60_64,[60-64],1009.00000000,87.73913043,,861.89223357,
EU,Europe,SVN,Slovenia,2010,All,Age65_69,[65-69],1232.00000000,89.73051712,,1270.70569550,
EU,Europe,SVN,Slovenia,2011,All,Age60_64,[60-64],1069.00000000,87.91118421,,835.28676356,
EU,Europe,SVN,Slovenia,2011,All,Age65_69,[65-69],1241.00000000,90.38601602,,1330.03236660,
EU,Europe,SVN,Slovenia,2011,All,Age70_74,[70-74],1708.00000000,89.23719958,,1940.07133280,
EU,Europe,SVN,Slovenia,2012,All,Age70_74,[70-74],1719.00000000,89.20601972,,1931.43897260,
EU,Europe,SVN,Slovenia,2017,All,Age55_59,[55-59],727.00000000,84.24101970,,489.20321111,
EU,Europe,SVN,Slovenia,2017,All,Age60_64,[60-64],1214.00000000,88.09869376,,825.38430682,
EU,Europe,SVN,Slovenia,2018,All,Age55_59,[55-59],674.00000000,85.20859671,,453.62462226,
EU,Europe,SVN,Slovenia,2018,All,Age60_64,[60-64],1166.00000000,88.13303099,,796.09463012,
EU,Europe,SVN,Slovenia,2018,All,Age65_69,[65-69],1585.00000000,90.51970303,,1255.85338610,
EU,Europe,SVN,Slovenia,2018,All,Age70_74,[70-74],1596.00000000,89.76377953,,1809.17510230,
EU,Europe,SVN,Slovenia,2019,All,Age65_69,[65-69],1634.00000000,89.82957669,,1210.70219250,
EU,Europe,SRB,Serbia,2007,All,Age55_59,[55-59],5570.00000000,88.37061717,,1007.54300600,
EU,Europe,SRB,Serbia,2007,All,Age65_69,[65-69],9586.00000000,91.77596936,,2459.78409530,
EU,Europe,SRB,Serbia,2008,All,Age60_64,[60-64],6007.00000000,91.02894378,,1529.56903690,
EU,Europe,SRB,Serbia,2008,All,Age70_74,[70-74],14778.00000000,93.38388626,,3984.85657430,
EU,Europe,SRB,Serbia,2010,All,Age55_59,[55-59],5791.00000000,88.88718342,,996.46736746,
EU,Europe,SRB,Serbia,2011,All,Age60_64,[60-64],7377.00000000,90.78267290,,1412.49049820,
EU,Europe,SRB,Serbia,2012,All,Age65_69,[65-69],7520.00000000,92.47417609,,2140.04792340,
EU,Europe,SRB,Serbia,2014,All,Age60_64,[60-64],7917.00000000,91.00000000,,1406.83390400,
EU,Europe,SRB,Serbia,2015,All,Age55_59,[55-59],4531.00000000,87.30250482,,874.70029305,
EU,Europe,SRB,Serbia,2015,All,Age65_69,[65-69],9124.00000000,90.98524132,,2043.52227630,
EU,Europe,SRB,Serbia,2016,All,Age70_74,[70-74],9571.00000000,92.03769593,,3264.01298650,
EU,Europe,SRB,Serbia,2018,All,Age55_59,[55-59],4083.00000000,87.03901087,,835.82908390,
EU,Europe,SRB,Serbia,2019,All,Age60_64,[60-64],6653.00000000,85.48117692,,1323.52707130,
EU,Europe,SRB,Serbia,2019,All,Age70_74,[70-74],10623.00000000,88.45865601,,2992.41122490,
AF,Africa,SYC,Seychelles,1986,All,Age60_64,[60-64],31.00000000,86.11111111,,1722.22222220,
